turn_id,title,video_url,view,channel_url,channel_name,video_length,create_stamp,queriy,scrape_at,channel_country,channel_subscriber,mean_view,create_at,tag,description,like,dislike
24,鬼滅の刃 x ドラえもん シンクロさせてみた DemonSlayer x Doraemon,/watch?v=X2Ct1m5pM7M,11033652,/channel/UCkPTgNFugG3YKyGFzzlwkkw,ポンコツクリエイターch,,3 か月,鬼滅の刃,2020/08/28,,,,2020/05/02,"鬼滅の刃,ドラえもん,紅蓮華,lisa,mad,きめつのやいば,Demon Slayer,doraemon,anime,アニメ,japan",#鬼滅の刃#紅蓮華#ドラえもん#きめつのやいば#DemonSlayer#synchro 鬼滅の刃をドラえもんで再現した動画 DemonSlayer x Doraemon 鬼滅の刃を見たことがない人用の 同時に流しての比較動画です。 フル画面バージョンはこちら https://youtu.be/_T3tRstH_7U,45175,6111
25,伊之助面白いシーン 🐗🐗🐗 funny inosuke 鬼滅の刃 kimetsu no yaiba Demon Slayer,/watch?v=hFskOKPHHwk,245091,/channel/UCalJhK1lzzmODqI5HPOkWxg,チュン太郎,,5 か月,鬼滅の刃,2020/08/28,,,,2020/03/25,,猪突猛進〜〜〜〜🐗🐗🐗🐗🐗🐗,2021,71
27,【鬼滅の刃】【MAD】3分45秒で分かる鬼滅の刃 Demon Slayer　Understand in 3 minutes and 45 seconds,/watch?v=Evye_crLjQQ,6845347,/user/nikukain,にーく,,4 か月,鬼滅の刃,2020/08/28,,,,2020/03/28,"鬼滅の刃,きめつのやいば,demon slayer,鬼舞辻無惨,パワハラ,MAD,アニメ,竈門炭治郎,ベジータ,鬼滅,獅子神レオナ,紅蓮華,kimetsu no yaiba,tanjiro,劇場版,無限列車編,芦ノ牧温泉,大川荘",鬼滅の刃１～２６話をこれで履修できるぞ！ 【鬼滅の刃】劇場版 2020年10月16日公開きたぞー！ 100万再生!?!?!?!!!!??!登録者2800?!?!?!??!??!?! ありがとうございます鬼殺隊の皆さん!!!!!! お借りした動画 獅子神レオナhttps://www.youtube.com/watc...,60722,3704
28,【鬼滅の刃漫画】かまぼこ軍隊はかわいくて面白いです #35,/watch?v=WqGtH95QaAU,81288,/user/sjaney9189,sjaney9189,,2 週間,鬼滅の刃,2020/08/28,,,,,"鬼滅の刃 柱,鬼滅の刃,鬼滅の刃 漫画,鬼滅の刃 考察,鬼滅の刃漫画 2020,【鬼滅の刃漫画】かまぼこ軍隊はかわいくて面白いです #35",⚠ いかなる形式でも再利用は禁止されています ⚠ すべての著作権の問題はメールしてください： #鬼滅の刃漫画 #鬼滅の刃,575,15
32,ZIP  !!    劇場版　鬼滅の刃　　無限列車編　2020年8月3日,/watch?v=vEllDkHYlgM,314794,/user/jomoika,SAKI-METAL,,3 週間,鬼滅の刃,2020/08/28,,,,2020/08/02,"劇場版 鬼滅の刃 無限列車編,鬼滅の刃,無限列車編,鬼滅の刃 無限列車,無限列車,鬼滅,#鬼滅の刃,ZIP,zip",ZIP !! 劇場版 鬼滅の刃 無限列車編,非表示,非表示
34,最強の「柱」 鬼滅の刃柱強さランキングTOP9【鬼滅の刃】【※ネタバレ注意】,/watch?v=DCyp0jrmeaQ,2007386,/channel/UCuhBurRQwv453jyrRS-mytg,ふるおる Furuoru,,4 か月,鬼滅の刃,2020/08/28,,,,2020/04/15,"鬼滅の刃,きめつ,きめつのやいば,鬼滅,考察",イラストありがとうございます！ サムネ トシノハヤ @toshinohaya https://twitter.com/toshinohaya ORN @Ornimid https://twitter.com/Ornimid 影 @kagerabo https://twitter.com/kagerabo 尤石馬 ...,13377,779
35,【鬼滅の刃】柱のみんなの刀がマジでかっこいい。,/watch?v=5j5gZ-ViTHk,8308378,/user/0214mex,はじめしゃちょー（hajime）,,9 か月,鬼滅の刃,2020/08/28,,,,2019/11/15,"hajime,はじめしゃちょー,funny,crazy,japanese,はじめ",下弦の六チャンネル：https://www.youtube.com/channel/UCFKSFhVMtIu7akVuxPtXtQw チャンネル登録よろしくおねがいします ! My name is Hajime! ファンサイトが出来ました！！！ ▽「はじメーノ」：https://goo.gl/8XTb5t はじめ...,88767,12934
36,【鬼滅の刃】冨岡と胡蝶っぽく白日歌ってみた【King Gnu】,/watch?v=kTLUwjq2N28,54355,/channel/UCjvlEf_d-Wrh8ZMo2yI01aw,ありナஐ,,6 日,鬼滅の刃,2020/08/28,,,,2020/08/21,"#声真似,#白日,#鬼滅の刃,#冨岡義勇,#胡蝶しのぶ",久々のupお待たせ致しました～☆彡 初声真似動画が胡蝶しのぶさんという。しかも似ていない でも皆さんのご協力のもと 素敵な動画を作ることができました(o^―^o)ﾆｺ コメント欄の方にも皆さんのTwitterリンクあります！ 胡蝶しのぶ【cv.ありナ】 https://twitter.com/A_rina170 ...,1839,46
39,【鬼滅の刃】最新版！最強キャラクターランキングTOP１０！鬼化炭治郎の順位は・・・【きめつのやいば】【最強キャラランキング】,/watch?v=c4EkQr9k0tI,885327,/channel/UChseO6O70iFxZ06eE4uq5KA,錆兎の考察チャンネル,,4 か月,鬼滅の刃,2020/08/28,,,,2020/04/18,"きめつのやいば,きめつのやいば 漫画,きめつのやいば 203話,鬼滅の刃最強キャラランキング,鬼滅の刃,最強キャラクター,ランキング,最強キャラランキング,きめつのやいば203話",投票はこちらから！↓ 「https://docs.google.com/forms/d/e/1FAIpQLSeczHT8Ye43cbajLl2eclHcF3yvYinERHT8VIS2KCup1z2l-w/viewform?usp=sf_link」 どーもこんにちわ！錆兎です！ 「https://twitter....,6095,375
40,【歌詞付きMAD】鬼滅の刃×紅蓮華,/watch?v=_1Do6KxPUAU,17012715,/channel/UCS_K2veygyzfc6gbXfP-dXA,かいせー,,8 か月,鬼滅の刃,2020/08/28,,,,2019/11/30,"#鬼滅の刃,#紅蓮華",お借りした動画 https://youtu.be/rYQzWJ8DrrQ 使用したアプリ InShot Video Editor https://itunes.apple.com/us/app/inshot-video-editor-photo/id997362197?ls=1&amp;mt=8 動画to音声 https...,50318,9097
42,【型紙不要】鬼滅の刃 子供用羽織りの簡単な作り方 -善逸コスプレ-,/watch?v=sXsKI4Y0fkM,301,/channel/UCyfd4g7SVTpCFKr8h_9vVHw,日本ファッションオンライン大学JFOA,,5 時間,鬼滅の刃,2020/08/28,,,,2020/08/27,"日本ファッションオンライン大学,JFOA,服作り,洋裁,裁縫,手芸,DIY,ハンドメイド,鬼滅の刃,羽織,作り方,子供,コスプレ,手作り,鬼滅,簡単,型紙,善逸,ハロウィン",チャンネル登録はこちら😷 https://m.youtube.com/channel/UCyfd4g7SVTpCFKr8h_9vVHw ミシンの縫い方、ロックの掛け方を初心者向けに解説 https://youtu.be/Prt8SeXIN8U‬ ‪端処理、ピンキングばさみの使い方を初心者向けに解説 -縫い代始末-...,11,No
45,【雑談】鬼滅の刃のMV！紅蓮華を歌ったときの状況！あの企画の裏話を気になるアイス食べながらまったりトークしてる動画,/watch?v=iEIXwFeLMKQ,4122,/channel/UCmYw1gnT0uO_r1z0wl-LQWQ,鍵本輝の趣味Tube,,1 日,鬼滅の刃,2020/08/28,,,,2020/08/26,"趣味,鍵本輝,YouTube,YouTuber,動画,kagimoto akira,akirakagimoto,Lead,趣味Tube,趣味チューブ,鬼滅の刃,コンビニ,コンビニアイス,金のワッフルコーン,ハーゲンダッツ,金の最中,最中,MV,おすすめ,監督,紅蓮華,歌ってみた,Lisa",鬼滅の刃×Lead MV https://youtu.be/AcsBIS4hRiE 鍵本輝のゲーム実況チャンネル！ KAGIMOMO GameTube https://www.youtube.com/channel/UCVD15n9exvF6GxLNMTyXxJw Official twitter https:/...,515,5
49,【鬼滅の刃ごっこ】ラブパトリーナのツバサちゃんが牢屋に閉じ込められちゃった！　まりちゃんみつりは助けられるのか？　鬼滅の刃のクイズに答えて救ってあげよう！　教育　しつけ　まりちゃん警察官　甘露寺蜜璃,/watch?v=dN-Sbu3o8oA,206528,/channel/UCdwbcLek12cUCMvkOo86_nQ,まりちゃんいずちゃんチャンネル,,5 日,鬼滅の刃,2020/08/28,,,,2020/08/21,,💛まりちゃんみつりががんばったとおもったらグッドボタンをたくさんおしてください💛はげみになります💛チャンネル登録もよろしくお願いします💛 #まりちゃんいずちゃん #鬼滅の刃ごっこ #牢屋 #教育寸劇 #甘露寺蜜璃 ～おすすめ動画～ ★まりちゃんの累メイク★ https://www.youtube.com/watc...,605,233
52,【DIY】本当にカードが出る!?w 鬼滅の刃のカードガチャ自動販売機作ってみた！【ダンボール 工作】,/watch?v=efcHjNpqpP4,553365,/channel/UCYnPDrzTc_r7a3tk1PaDU2A,のってん,,2 週間,鬼滅の刃,2020/08/28,,,,,"のってん,鬼滅,きめつ,鬼滅の刃,きめつのやいば,ガチャ,ガチャガチャ,カード,工作,自販機,自動販売機,ダンボール,段ボール,簡単,たんじろう,炭治郎,ねずこ,禰豆子,善逸,ぜんいつ,伊之助,いのすけ,冨岡,義勇,胡蝶,しのぶ,鬼舞辻,無惨,かまぼこ隊,無一郎,時透,煉獄",【DIY】本当にスライムが買える!?w スライムのダンボール自動販売機作ってみた！【slime 工作】 https://youtu.be/MFv4LieNYRU 今回は簡単にダンボールカードガチャ自動販売機が作れるキットをオリジナルにアレンジして、鬼滅の刃カードガチャ自販機を作ってみました！！ ダンボールで本当に...,4566,576
53,【鬼滅の刃アフレコ】肉食系しのぶ&甘露寺と争うしのぶ【総集編】【きめつのやいば・鬼舞辻無惨・冨岡義勇・MAD・胡蝶しのぶ・いのちゅけ・むいむい・胡蝶しのぶ・甘露寺蜜璃・伊之助・無一郎・幼少期・カナヲ】,/watch?v=nDMWWjtfnIc,54562,/channel/UCMFxAdRqIa6uzXqoX8WImWA,レモン【remonn】,,3 日,鬼滅の刃,2020/08/28,,,,2020/08/24,"＃レモン,＃アフレコ,＃鬼滅の刃,＃きめつのやいば,＃胡蝶しのぶ",レモンのツイッターはこちら↓ https://twitter.com/YouTube30206619 しのぶやカナヲの絵を描いてくれている絵師さんはこちら↓（仕事とか受け付けています） https://twitter.com/RaichiKurashina 新チャンネルを作ったのでこちらも登録していただけると嬉し...,494,19
54,【鬼滅の刃のスライム絞り♪】リカちゃんが夏祭りで鬼滅のクイズをするよ！屋台で音フェチASMR❤︎ Making Slime with Piping Bags たまごMammy,/watch?v=Ox2wVlu39B8,69030,/channel/UC1l4SD4Ira5wjwmCGfMnCZQ,Mammyたまご,,1 日,鬼滅の刃,2020/08/28,,,,2020/08/26,"たまごMammy,tamamamitamamami,リカちゃん,鬼滅の刃,スライム絞り,ASMR,DIY",鬼滅の刃の屋台をオープン！！ミキちゃんやマキちゃんが鬼滅のクイズの答えてスライムを作っていくよ！！炭治郎や禰豆子、善逸、伊之助のスライムを混ぜて作ってみよう(*^◯^*) スポンジやビーズで音フェチが楽しめるスライムだよ❤︎ みんなもクイズを一緒に考えてみてね♪ ＃リカちゃん ＃鬼滅の刃 ＃スライム ＃ASMR ...,1306,116
55,鬼滅の刃の声優さんたちは、こんな顔！,/watch?v=9CSmKTJjjbg,1403072,/channel/UCs3JV-KwgTkAc1PuN9qe7DA,DARK SIDE,,4 か月,鬼滅の刃,2020/08/28,,,,2020/04/20,, ,6591,385
56,ティックトック ❤️ 【TikTok Japan】鬼滅の刃ticktok ・柱ポーズ Ep72,/watch?v=5K1c6MrDqjE,47441,/channel/UCqokhya5WBTwrpS8bimk8mA,Akuma Tik Tok,,4 日,鬼滅の刃,2020/08/28,,,,2020/08/23,"Akuma Tik Tok,akuma tik tok,Akuma,Tik Tok,tik tok,akumatiktok,ティックトック,tiktokjapan,鬼滅の刃 tiktok コスプレ,コスプレ,鬼滅の刃 コスプレ,tik tok cosplay,TikTok,鬼滅の刃,柱チャレンジ,柱ポーズ,きめつのやいばの歌,柱チャレンジ tiktok,柱 チャレンジ,きめつのやいばティックトック,きめつのやいば歌,柱チャレンジ コスプレ,#柱チャレンジ,きめつのやいば 柱 チャレンジ,きめつのやいば 歌,きめつのやいば柱,kimetsu yaiba tik tok,ティックトックきめつのやいば,ティックトック鬼滅の刃柱チャレンジ,tiktok,きめつのやいばtiktok,鬼滅の刃tiktok,きめつのやいばのティック トック,japan tik tok,TikTok Japan,鬼滅の刃 ティックトック,ティックトック日本,てぃっくとっく,ティック,日本tiktok,tiktock,鬼滅の刃・柱ポーズ Ep72",◇善逸と、伊之助と、左近次と、錆兎と、真狐と、 珠代さんと、鬼舞辻無惨と、下弦の伍の累と、獪岳。(※順不同) 計９キャラの声で柱チャレンジ！！ ************************************************* 📱 ※スマホの方は｢縦動画｣で拡大してご視聴ください。 *******...,376,17
58,【鬼滅の刃】我妻善逸に雷の呼吸できゅうり切ってもらった【Demon Slayer】 Zenitsu Agatsuma sliced cucumbers with kaminari no kokyu,/watch?v=cpdKmUNYrJs,2654866,/channel/UC7VoiLPGn3UUQ6ozwWwt61A,本多修のパラデル漫画,,2 か月,鬼滅の刃,2020/08/28,,,,,"パラデル,パラデル漫画,パラレル漫画,本多修,鬼滅の刃,禰豆子,ねずこ,炭治郎,吾峠呼世晴,漫画家,奥さんとぼく,ジャンプ,集英社,コラボ,イラスト,ぱらおとぱらみ,絵,筆ごこち,漫画家youtuber,がーどまん,MY,蝶々,柱,胡蝶しのぶ,蟲柱,善逸,紅蓮華,模写,鉛筆,ネタばれ,霹靂一閃,雷の呼吸,kimetunoyaiba,agatumazennitu,Demon Slayer,cucumbers,sliced cucumbers,きゅうり",吾峠呼世晴先生素晴らしい作品をありがとうございました。 鬼滅の刃を読んだのは遅かったんですが読み始めたら止まらなくてすぐ２０巻まで行き、我慢できずジャンプ＋で過去のジャンプを最終回まで買いボロ泣きでした。 いつかパラデル漫画で竈門炭治郎の作り方とかもやってみたいなと思っております。 紙B5 https://amz...,37118,1301
59,[鬼滅の刃] 炭治郎 戦闘シーン集 -All Battle Scene Tanjirou- Demon Slayer,/watch?v=3x8Pu9fcF0s,4159588,/channel/UCjszgpP-vOwY0EJXFkv_BHg,JPANIME,,4 か月,鬼滅の刃,2020/08/28,,,,2020/04/14,"鬼滅の刃,鬼滅の刃 戦闘シーン,鬼滅の刃 かっこいい,鬼滅の刃 炭治郎,鬼滅の刃 炭治郎 戦闘シーン,アニメ,アニメ 戦闘シーン,アニメ神作画,Lisa,Demon Slayer,Demon Slayer Battle Scene,Demon Slayer Tanjirou Battle Scene,Demon Slayer Cool Scene,Anime,Anime Battle Scene,鬼滅の刃 HD,劇場版 鬼滅の刃,鬼滅の刃１期,鬼滅の刃 ネタバレ,アニメ バトルシーン,鬼滅の刃 バトルシーン,オススメアニメ,アニメ オススメ,神アニメ,アニメ 面白い,アニメ 神作画,アニメ MAD,鬼滅の刃 MAD",さすがufotableさん、戦闘シーンの作画がヤバいです。 それと個人的にEDの曲が好きです。 SAO戦闘シーン 再生リスト：https://www.youtube.com/playlist?list=PLd3pxygsey4H3qiN_aard8d-c4CbQgTLF,18246,1222
60,【あつ森】鬼滅の刃キャラが素潜り選手権したらめっちゃ楽しいｗｗｗｗ【きめつの森 ＃24】,/watch?v=_gLCvUQM-0M,653963,/channel/UCr24Ll7IT2hPquu-n11dNWQ,暇72,,1 か月,鬼滅の刃,2020/08/28,,,,2020/07/18,"鬼滅の刃,声真似,似てる,面白い,鈴村健一,伊黒小芭内,甘露寺蜜璃,あつまれどうぶつの森,竈門炭治郎,我妻善逸,冨岡義勇,胡蝶しのぶ,あつ森,キメツ学園,煉獄杏寿郎,まひと,嘴平伊之助,宇髄天元",今までで一番メンツ揃った！！！！！楽しい！！！ 次回→https://youtu.be/jHEzi0GNIy8 前回→https://youtu.be/qlgmeK6Jdmo 【竈門炭治郎：おわけん】 https://twitter.com/owakenken https://www.youtube.com/ch...,4496,232
61,【鬼滅の刃】【声優ネタ】鬼滅の刃の第22話のキャラの声を同じ声優で入れ替えたらヤバすぎたww,/watch?v=EQiwu5hEeFY,9661124,/channel/UCiWVjvV6Gh2-q3PSHjwDY4w,にわか侍,,5 か月,鬼滅の刃,2020/08/28,,,,2020/03/16,"鬼滅の刃,柱,声優,中の人",＃鬼滅の刃＃MAD Twitter https://twitter.com/QYMz7NOw9ZvTDdt,102212,3272
62,【鬼滅の刃アフレコ】てゃんじろう vs 無惨【きめつのやいば・炭治郎・無惨・しのぶ・カナヲ・みつり・ねずこ・むいむい・アテレコ・おきゃんチャンネルさん推し】,/watch?v=yl65lLYvFIU,486402,/channel/UCTa4wYDPpdMAyP41OW3mRKQ,ふなすきん【脱力系】,,1 週間,鬼滅の刃,2020/08/28,,,,2020/08/20,"鬼滅の刃,アフレコ,アテレコ,鬼滅の刃アフレコ,しまじろう,ツッコミ,しまじろうアフレコ,デスジロウ,脱力系,きめつのやいば",【ねずこ vs 無惨】はこちら→https://youtu.be/MxSXbpANYA4 【前編/ルイルイ vs 無惨】はこちら→https://youtu.be/ciFj3Pus24Q 【完結/ルイルイ vs 無惨】はこちら→https://youtu.be/CZRVHvNdfaU 【サイステ vs 無惨】はこ...,12104,281
65,【鬼滅の刃】鬼舞辻無惨より強い娘【アフレコ・竈門炭治郎・MAD・きめつのやいば・遭遇・柱チャレンジ】,/watch?v=R4pm-lVNksw,3030956,/channel/UClLO-s6y6FH5kwx9XG2CbEA,おきゃんチャンネル,,3 か月,鬼滅の刃,2020/08/28,,,,2020/05/05,"鬼滅の刃,きめつのやいば,MAD,竈門炭治郎,アフレコ,おきゃん,鬼舞辻無惨,面白い,柱チャレンジ,声真似,遭遇",鬼滅の刃アフレコシリーズはこちら↓ https://www.youtube.com/watch?v=P7p0-2Rg5n8&amp;list=PLVjTx3rOL2MbdcMZkuoFcRqDq02VztH8P #鬼滅の刃 #アフレコ #きめつのやいば 柱チャレンジに最近ハマってます TikTokで流行ってる鬼滅の刃の柱...,16666,938
